sensor,type,uptime,v,a,w,kwh,hz,pf,time
main_power,json,69357,226.8,0.667,111.4,1.293,49.9,0.74,2020-12-01 15:13:12
main_power,json,69388,227.1,0.677,115.2,1.294,50,0.75,2020-12-01 15:13:43
main_power,json,69420,227.2,0.669,111,1.295,50,0.73,2020-12-01 15:14:15
main_power,json,69451,226.9,0.668,110.4,1.295,49.9,0.73,2020-12-01 15:14:46
main_power,json,69482,226.7,0.666,111.2,1.296,49.9,0.74,2020-12-01 15:15:17
main_power,json,69513,226.8,0.675,112.7,1.297,50,0.74,2020-12-01 15:15:48
main_power,json,69544,227,0.673,112,1.298,50,0.73,2020-12-01 15:16:19
main_power,json,69575,226.5,0.672,111.8,1.299,50,0.73,2020-12-01 15:16:50
main_power,json,69606,226.8,0.543,74.5,1.3,49.9,0.6,2020-12-01 15:17:21
main_power,json,69637,227,0.488,56.5,1.301,50.1,0.51,2020-12-01 15:17:52
main_power,json,69668,226.6,0.487,57.4,1.301,50,0.52,2020-12-01 15:18:23
main_power,json,69699,226.7,0.478,56.3,1.302,49.8,0.52,2020-12-01 15:18:54
main_power,json,69730,227.1,0.487,56.2,1.302,50,0.51,2020-12-01 15:19:25
main_power,json,69762,226.9,0.489,57.8,1.303,50,0.52,2020-12-01 15:19:57
main_power,json,69793,226.8,0.48,56.5,1.303,49.9,0.52,2020-12-01 15:20:28
main_power,json,69824,227,0.489,56.1,1.304,50,0.51,2020-12-01 15:20:59
main_power,json,69855,227.1,0.481,56.9,1.304,50,0.52,2020-12-01 15:21:30
main_power,json,69886,227.1,0.458,56.1,1.305,49.9,0.54,2020-12-01 15:22:01
main_power,json,69917,227.1,0.483,55.9,1.305,50,0.51,2020-12-01 15:22:32
main_power,json,69948,227.2,0.473,55.7,1.306,50,0.52,2020-12-01 15:23:03
main_power,json,69979,226.9,0.469,54.8,1.306,50,0.51,2020-12-01 15:23:34
main_power,json,70010,227.1,0.491,56.9,1.307,50,0.51,2020-12-01 15:24:05
main_power,json,70041,226.9,0.475,56.4,1.307,50,0.52,2020-12-01 15:24:36
main_power,json,70072,226.9,0.481,56.2,1.308,50,0.51,2020-12-01 15:25:07
main_power,json,70104,226.7,0.489,56,1.308,50.1,0.51,2020-12-01 15:25:39
main_power,json,70135,226.8,0.475,56.6,1.309,50.1,0.53,2020-12-01 15:26:10
main_power,json,70166,226.7,0.486,56.9,1.309,50.1,0.52,2020-12-01 15:26:41
main_power,json,70197,226.9,0.486,56.6,1.31,50.1,0.51,2020-12-01 15:27:12
main_power,json,70228,226.8,0.496,58.6,1.31,50.1,0.52,2020-12-01 15:27:43
main_power,json,70259,226.7,0.482,55.6,1.311,50.1,0.51,2020-12-01 15:28:14
main_power,json,70290,226.7,0.471,55.5,1.311,50.1,0.52,2020-12-01 15:28:45
main_power,json,70321,226.7,0.485,55.7,1.312,50.1,0.51,2020-12-01 15:29:16
main_power,json,70352,226.7,0.475,55.5,1.312,50.1,0.52,2020-12-01 15:29:47
main_power,json,70383,226.6,0.454,52.7,1.313,50.1,0.51,2020-12-01 15:30:18
main_power,json,70414,226.7,0.485,55.7,1.313,50.1,0.51,2020-12-01 15:30:49
main_power,json,70446,226.8,0.468,56,1.314,50,0.53,2020-12-01 15:31:20
main_power,json,70477,226.9,0.467,55.1,1.314,50.1,0.52,2020-12-01 15:31:52
main_power,json,70508,226.8,0.481,55.5,1.315,50.1,0.51,2020-12-01 15:32:23
main_power,json,70539,226.6,0.467,55.3,1.315,50,0.52,2020-12-01 15:32:54
main_power,json,70570,226.8,0.465,55.4,1.316,50,0.53,2020-12-01 15:33:25
main_power,json,70601,226.6,0.486,56.4,1.316,50,0.51,2020-12-01 15:33:56
main_power,json,70632,226.5,0.492,56.8,1.316,50,0.51,2020-12-01 15:34:27
main_power,json,70663,226.5,0.484,56,1.317,50.1,0.51,2020-12-01 15:34:58
main_power,json,70694,226.4,0.483,56.4,1.318,50,0.52,2020-12-01 15:35:29
main_power,json,70725,226.2,0.477,56.9,1.318,50,0.53,2020-12-01 15:36:00
main_power,json,70756,226.3,0.485,59.9,1.318,50,0.55,2020-12-01 15:36:31
main_power,json,70788,225.3,0.476,56.4,1.319,50,0.53,2020-12-01 15:37:03
main_power,json,70819,225.2,0.483,55.8,1.319,49.9,0.51,2020-12-01 15:37:34
main_power,json,70850,225.4,0.48,56.1,1.32,49.9,0.52,2020-12-01 15:38:05
main_power,json,70881,225.3,0.489,56.4,1.32,50,0.51,2020-12-01 15:38:36
main_power,json,70912,226.2,0.479,54.8,1.321,50.1,0.51,2020-12-01 15:39:07
main_power,json,70943,226,0.473,55.5,1.321,50,0.52,2020-12-01 15:39:38
main_power,json,70974,226.3,0.475,55.3,1.322,50,0.51,2020-12-01 15:40:09
main_power,json,71005,226.1,0.477,54.9,1.322,50,0.51,2020-12-01 15:40:40
main_power,json,71036,226,0.461,57.1,1.323,49.9,0.55,2020-12-01 15:41:11
main_power,json,71067,226.2,0.517,66.3,1.323,49.9,0.57,2020-12-01 15:41:42
main_power,json,71098,226.1,0.481,55.5,1.324,49.9,0.51,2020-12-01 15:42:14
main_power,json,71130,226.3,0.475,56.9,1.324,50,0.53,2020-12-01 15:42:45
main_power,json,71161,226.2,0.489,55.8,1.325,49.9,0.5,2020-12-01 15:43:16
main_power,json,71192,226.2,0.505,60.9,1.325,49.9,0.53,2020-12-01 15:43:47
main_power,json,71223,226.5,0.493,59.7,1.326,49.9,0.53,2020-12-01 15:44:18
main_power,json,71254,226.6,0.47,56.5,1.326,50,0.53,2020-12-01 15:44:49
main_power,json,71285,226.6,0.491,56.6,1.327,49.9,0.51,2020-12-01 15:45:20
main_power,json,71316,226.2,0.712,124.6,1.328,49.9,0.77,2020-12-01 15:45:51
main_power,json,71347,226.6,0.672,110.8,1.329,49.9,0.73,2020-12-01 15:46:22
main_power,json,71378,226.4,0.676,112.1,1.329,49.9,0.73,2020-12-01 15:46:53
main_power,json,71409,226.6,0.674,111.2,1.331,50,0.73,2020-12-01 15:47:24
main_power,json,71440,226.7,0.674,111.6,1.332,50,0.73,2020-12-01 15:47:55
main_power,json,71472,226.4,0.677,111,1.333,50,0.72,2020-12-01 15:48:27
main_power,json,71503,226.3,0.682,113.7,1.333,49.9,0.74,2020-12-01 15:48:58
main_power,json,71534,226,0.685,115.7,1.335,49.8,0.75,2020-12-01 15:49:29
main_power,json,71565,226,0.674,112.2,1.335,49.8,0.74,2020-12-01 15:50:00
main_power,json,71596,225.9,0.673,111.6,1.337,49.9,0.73,2020-12-01 15:50:31
main_power,json,71627,226.2,0.697,119.2,1.337,49.9,0.76,2020-12-01 15:51:02
main_power,json,71658,226.5,0.676,112.1,1.338,49.9,0.73,2020-12-01 15:51:33
main_power,json,71689,226.5,0.669,111.2,1.339,50,0.73,2020-12-01 15:52:04
main_power,json,71720,226.3,0.687,114.4,1.34,50,0.74,2020-12-01 15:52:35
main_power,json,71751,225.9,0.676,111.9,1.341,49.9,0.73,2020-12-01 15:53:06
main_power,json,71782,226.4,0.678,112.3,1.342,50,0.73,2020-12-01 15:53:37
main_power,json,71814,226.5,0.674,112,1.343,49.9,0.73,2020-12-01 15:54:09
main_power,json,71845,226.8,0.692,116.3,1.344,50,0.74,2020-12-01 15:54:40
main_power,json,71876,226.9,0.685,117.1,1.345,50,0.75,2020-12-01 15:55:11
main_power,json,71907,226.5,0.707,121.7,1.346,50,0.76,2020-12-01 15:55:42
main_power,json,71938,226.3,0.687,116,1.347,49.9,0.75,2020-12-01 15:56:13
main_power,json,71969,226.3,0.682,115.6,1.348,49.9,0.75,2020-12-01 15:56:44
main_power,json,72000,226.4,0.669,111.1,1.349,50,0.73,2020-12-01 15:57:15
main_power,json,72031,226.6,0.666,109.5,1.35,50.1,0.73,2020-12-01 15:57:46
main_power,json,72062,226.1,0.662,109.8,1.351,49.9,0.73,2020-12-01 15:58:17
main_power,json,72093,226.3,0.666,110.5,1.352,49.9,0.73,2020-12-01 15:58:48
main_power,json,72125,226.4,0.672,111.3,1.353,50,0.73,2020-12-01 15:59:20
main_power,json,72156,226.5,0.673,112.7,1.354,50,0.74,2020-12-01 15:59:51
main_power,json,72187,226.2,0.669,111.4,1.355,49.9,0.74,2020-12-01 16:00:22
main_power,json,72218,226.3,0.671,110.9,1.356,49.9,0.73,2020-12-01 16:00:53
main_power,json,72249,226.4,0.664,110.6,1.357,50,0.74,2020-12-01 16:01:24
main_power,json,72280,226.5,0.684,115.1,1.358,50.1,0.74,2020-12-01 16:01:55
main_power,json,72311,226.3,0.534,73.7,1.359,49.9,0.61,2020-12-01 16:02:26
main_power,json,72342,226.3,0.466,56.2,1.359,49.9,0.53,2020-12-01 16:02:57
main_power,json,72373,226.6,0.473,56.8,1.36,50.1,0.53,2020-12-01 16:03:28
main_power,json,72404,226.6,0.478,55,1.36,50,0.51,2020-12-01 16:03:59
main_power,json,72435,226.7,0.467,56.4,1.361,50,0.53,2020-12-01 16:04:30
main_power,json,72467,226.5,0.485,56.5,1.361,50,0.51,2020-12-01 16:05:01
main_power,json,72498,226.4,0.626,100.7,1.362,50,0.71,2020-12-01 16:05:33
main_power,json,72529,226.6,0.516,68.4,1.363,50,0.58,2020-12-01 16:06:04
main_power,json,72560,226.5,0.486,56,1.363,50,0.51,2020-12-01 16:06:35
main_power,json,72591,226.7,0.478,58.3,1.364,50,0.54,2020-12-01 16:07:06
main_power,json,72622,226.5,0.493,58.9,1.364,49.9,0.53,2020-12-01 16:07:37
main_power,json,72653,226.5,0.477,56.3,1.364,49.9,0.52,2020-12-01 16:08:08
main_power,json,72684,226.8,0.482,56.1,1.365,50,0.51,2020-12-01 16:08:39
main_power,json,72715,226.7,0.488,57.4,1.366,50,0.52,2020-12-01 16:09:10
main_power,json,72746,226.2,0.464,55.5,1.366,49.9,0.53,2020-12-01 16:09:41
main_power,json,72777,226.3,0.482,57.2,1.366,50,0.52,2020-12-01 16:10:12
main_power,json,72808,226.5,0.484,56.5,1.367,50,0.52,2020-12-01 16:10:43
main_power,json,72840,226.4,0.475,55.4,1.367,50,0.52,2020-12-01 16:11:15
main_power,json,72871,226.1,0.477,55.6,1.368,49.9,0.52,2020-12-01 16:11:46
main_power,json,72902,226.3,0.477,55.2,1.368,50,0.51,2020-12-01 16:12:17
main_power,json,72933,226.3,0.481,55.6,1.369,50,0.51,2020-12-01 16:12:48
main_power,json,72964,226.1,0.48,56.2,1.369,50,0.52,2020-12-01 16:13:19
main_power,json,72995,225.7,0.475,55.6,1.37,49.9,0.52,2020-12-01 16:13:50
main_power,json,73026,225.9,0.48,55.9,1.37,49.8,0.52,2020-12-01 16:14:21
main_power,json,73057,225.9,0.471,55,1.371,49.9,0.52,2020-12-01 16:14:52
main_power,json,73088,226,0.491,58.5,1.371,50,0.53,2020-12-01 16:15:23
main_power,json,73119,225.6,0.475,55.5,1.372,49.8,0.52,2020-12-01 16:15:54
main_power,json,73151,226.1,0.484,56.7,1.372,49.9,0.52,2020-12-01 16:16:25
main_power,json,73182,226,0.472,55.5,1.373,50,0.52,2020-12-01 16:16:57
main_power,json,73213,226,0.479,56,1.373,50,0.52,2020-12-01 16:17:28
main_power,json,73244,226.1,0.485,56.9,1.374,49.9,0.52,2020-12-01 16:17:59
main_power,json,73275,226.2,0.472,56.4,1.374,50,0.53,2020-12-01 16:18:30
main_power,json,73306,226.2,0.477,56.1,1.375,50,0.52,2020-12-01 16:19:01
main_power,json,73337,226,0.477,56.2,1.375,49.9,0.52,2020-12-01 16:19:32
main_power,json,73368,226.1,0.48,56,1.376,49.9,0.52,2020-12-01 16:20:03
main_power,json,73399,226.2,0.478,56.9,1.376,50,0.53,2020-12-01 16:20:34
main_power,json,73430,226.1,0.493,58.3,1.377,50,0.52,2020-12-01 16:21:05
main_power,json,73461,226.2,0.454,53.4,1.377,49.8,0.52,2020-12-01 16:21:36
main_power,json,73493,226.1,0.489,55.6,1.378,49.9,0.5,2020-12-01 16:22:08
main_power,json,73524,226.3,0.478,55.7,1.378,50,0.51,2020-12-01 16:22:39
main_power,json,73555,226.1,0.468,55.5,1.379,50,0.52,2020-12-01 16:23:10
main_power,json,73586,226.3,0.476,56.6,1.379,50,0.53,2020-12-01 16:23:41
main_power,json,73617,225.8,0.475,56.1,1.38,49.9,0.52,2020-12-01 16:24:12
main_power,json,73648,225.7,0.472,58.6,1.38,49.9,0.55,2020-12-01 16:24:43
main_power,json,73679,226,0.462,54.7,1.381,50,0.52,2020-12-01 16:25:14
main_power,json,73710,225.4,0.474,56,1.381,50,0.52,2020-12-01 16:25:45
main_power,json,73741,225.2,0.485,56,1.382,50,0.51,2020-12-01 16:26:16
main_power,json,73772,225.7,0.477,56.9,1.382,50,0.53,2020-12-01 16:26:47
main_power,json,73803,225.3,0.479,55.5,1.383,50,0.51,2020-12-01 16:27:18
main_power,json,73835,225.4,0.481,55.9,1.383,50,0.52,2020-12-01 16:27:50
main_power,json,73866,226,0.482,57.3,1.384,50,0.53,2020-12-01 16:28:21
main_power,json,73897,226.1,0.481,55.1,1.384,50,0.51,2020-12-01 16:28:52
main_power,json,73928,225.9,0.472,55.8,1.385,50,0.52,2020-12-01 16:29:23
main_power,json,73959,226,0.473,55.1,1.385,50,0.52,2020-12-01 16:29:54
main_power,json,73990,225.9,0.466,55.4,1.386,50,0.53,2020-12-01 16:30:25
main_power,json,74021,225.8,0.469,55.5,1.386,50,0.52,2020-12-01 16:30:56
main_power,json,74052,225.9,0.695,119,1.387,50,0.76,2020-12-01 16:31:27
